Date,Nifty Bank,Nifty IT,Nifty FMCG,Nifty Auto,Nifty Pharma,Nifty Metal,Nifty Realty,Nifty Energy,Nifty Infra,Nifty PSU Bank,Nifty MNC,Nifty Service,Nifty Media,Nifty Commodities
2008-01-22,169.43788260013008,71.5614567459439,144.7372638398814,62.63068592181529,78.96841167836953,63.9166272894111,7.585669099467241,147.97527202245973,58.94427078886354,70.20069652247919,82.01447272885925,112.79999400073486,22.675847436856696,42.562253967434735
2008-01-23,170.47109089442014,71.46758882182985,146.59956901101654,63.43654232098677,79.98448229849434,64.73902963670345,7.683272373259167,149.87923999156837,59.70269482830323,71.10395472069781,83.06973640193688,114.2513687646241,22.96761299066907,43.10989390172566
2008-01-24,171.78292625193316,71.52689933697897,149.011924628544,64.48041646234286,81.30065953209383,65.80433673733783,7.809703749528985,152.3455639308784,60.68512698838523,72.27399925599927,84.43668274842085,116.13142157179729,23.345554417052618,43.819284764375645
2008-01-25,172.90210650453477,71.69087064237398,150.63893383333343,65.18445562816405,82.18835306228551,66.52283132663733,7.894975179441974,154.00897197988027,61.34772671287068,73.06313383264197,85.35861742174332,117.3994200379174,23.60045637890663,44.29773224323783
2008-01-28,174.5487701284153,71.71921672458846,152.5158010281497,65.99661330392014,83.21236869843737,67.3516643291425,7.9933416477985375,155.9278277488425,62.112081138475766,73.97345492660745,86.42213257520949,118.86214361509965,23.894503350915,44.849654368125364
2008-01-29,175.75519825702298,71.78895658629365,154.35322276358406,66.79170214672995,84.21486295721435,68.16307803920922,8.089640782599052,157.8063555992907,62.86037139527241,74.8646441215043,87.4632962038028,120.29412564402007,24.182370440871654,45.389976939342134
2008-01-30,176.84309536560016,71.96402070878449,156.26241072219227,67.61784565828329,85.2565127486153,69.00618403650643,8.189701179752273,159.75825520013976,63.637888456418004,75.79064148341999,88.54512571758137,121.78203818681571,24.481481075749876,45.95140348983811
2008-01-31,177.5033226518852,72.2263407261682,158.31072741749426,68.50419293477866,86.37407094856323,69.91072991025688,8.297053303519544,161.85239607398393,64.47206571489373,76.78411928515526,89.70579166697196,123.37837975644267,24.80238887552988,46.55374301926036
2008-02-01,177.7209034919287,72.78745949943,159.96561567673717,69.22029592063448,87.27697524473788,70.64153601550886,8.38378587257721,163.5443068772664,65.14601918817507,77.5867758048629,90.6435238335627,124.66810557246333,25.06165862193846,47.04038876969782
2008-02-04,177.91452236556523,73.4199513829066,161.09554971028027,69.70924079695531,87.89346538392513,71.14051997145465,8.443005630193785,164.69951937434624,65.60618498017455,78.13481819612248,91.28379394452698,125.54871191269294,25.238684296450863,47.37266352760198
2008-02-05,177.70416285193065,73.85881556006188,161.94783007719772,70.07803942255866,88.35846814198878,71.51689081827824,8.48767358004919,165.570866640338,65.95327627790138,78.54819256705318,91.76673332762338,126.21293077191906,25.37221023898235,47.62328988646648
2008-02-06,177.63590762491484,74.19652483679666,163.10006597864282,70.57663475963152,88.9871261434042,72.02572337948804,8.548062176883233,166.74887993440584,66.42252450869954,79.10705184553957,92.4196406536927,127.11091791995734,25.552729925614972,47.96212285709634
2008-02-07,177.91021430682235,74.46554340044614,164.29933379441235,71.09558173923378,89.64144467945913,72.55532544579161,8.610915712805623,167.9749773232759,66.91092649313451,79.68872261746428,93.09919832226818,128.0455590678909,25.74061805687332,48.31478629701199
2008-02-08,177.81471268409382,74.7992149029608,164.5029499813327,71.18369050344059,89.75253733415305,72.6452432705743,8.621587221830291,168.18314873572606,66.99384921352052,79.78748086234081,93.2145761715262,128.20424594681714,25.772518408363926,48.37466281830075
2008-02-11,177.5378880893843,75.33005485166011,164.6120913677483,71.23091814691206,89.81208469400329,72.69344059814776,8.627307313674239,168.29473179260643,67.03829705828751,79.84041679012152,93.27642046111892,128.2893045378551,25.78961748403904,48.40675754832216
2008-02-12,177.39456202996774,75.81488966750999,165.50262208233548,71.6162684569106,90.29795677846906,73.08670297069757,8.67397996137085,169.20518512880585,67.40096581541212,80.27234340514887,93.78103416644998,128.98333354322605,25.929136071623738,48.668632019584734
2008-02-13,177.1100107245049,76.14198612335449,165.75997097528867,71.7276284291753,90.4383659086719,73.20034940035805,8.68746759747275,169.46829133538407,67.50577118778827,80.39716317205138,93.92685932026977,129.1838966381131,25.96945467430995,48.74430948266174
2008-02-14,176.7001126136015,76.28815571283096,166.15757250391135,71.89967849976908,90.65529664484336,73.37593202531905,8.708305863649391,169.87478785738261,67.66769446550846,80.59000849403147,94.15215776008453,129.49376466279085,26.031746522065784,48.86123042471991
2008-02-15,175.92437194609607,76.47012580197313,166.0943486494955,71.87232028348369,90.62080181448003,73.34801208658806,8.704992306200065,169.81014958243324,67.64194654202187,80.55934356021221,94.1163323551664,129.44449158542562,26.0218413018131,48.842638462449386
2008-02-18,175.71005463946693,76.52644167538845,166.10294132470128,71.87603850454,90.62548996385546,73.35180665064142,8.705442647660593,169.81893448976982,67.64544591019214,80.56351119312468,94.1212013412702,129.4511882279208,26.02318750794463,48.84516527285514
2008-02-19,175.45751990859372,76.53582442388132,165.84825247888537,71.76582958745192,90.48653215096955,73.23933490977174,8.692094424428861,169.55854783991305,67.54172384238184,80.43998160648994,93.97688348666004,129.25269822252818,25.983285652276134,48.770270038202355
2008-02-20,175.28058675453934,76.66483843093388,165.80883651303705,71.74877351694279,90.46502686521775,73.22192864181046,8.690028636626682,169.5182500747509,67.52567168481902,80.42086401242156,93.95454867411499,129.22197965984938,25.977110390947846,48.75867915756595
2008-02-21,175.0593675109913,76.846748590702,166.08784637099157,71.86950661855765,90.61725418208653,73.34514065112879,8.70465152227328,169.80350183737534,67.6392984881986,80.55618981481278,94.11264787938673,129.43942407926463,26.020822596115373,48.84072636585652
2008-02-22,174.69730138356348,76.89542061458498,166.86349434346343,72.20514488655422,91.04044643253155,73.68767028758178,8.745303174106036,170.5965023175224,67.95518123265062,80.9323958206415,94.5521639915323,130.04392000740586,26.142342615368587,49.06881777174489
2008-02-25,174.3594688072874,77.04191451080648,167.47316414784055,72.46896110789858,91.37308126908052,73.95690321780414,8.777255922646715,171.21981142778986,68.20346934510765,81.22809883298628,94.89762960431334,130.51906198848025,26.237858995215365,49.24810070387826
